date,Day,Month,Year,Column1,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HS,AS,HST,HST %,AST,AST %,HC,AC,HF,AF,HY,AY,HR,AR,ScoreH,ScoreA,Count
15/12/2012,15,12,2012,0.956989247,Stoke,Everton,1,1,D,M Halsey,14,9,8,0.571428571,5,0.555555556,4,8,11,13,1,0,0,0,0,3,4726
16/12/2012,16,12,2012,0.959677419,Tottenham,Swansea,1,0,H,M Dean,24,4,16,0.666666667,0,0,9,3,12,8,2,3,0,0,3,0,4727
16/12/2012,16,12,2012,0.959677419,West Brom,West Ham,0,0,D,P Dowd,19,10,10,0.526315789,2,0.2,8,2,12,9,3,3,0,0,0,3,4728
17/12/2012,17,12,2012,0.962365591,Reading,Arsenal,2,5,A,A Taylor,7,25,5,0.714285714,17,0.68,3,7,8,4,1,1,0,0,1,1,4729
22/12/2012,22,12,2012,0.975806452,Liverpool,Fulham,4,0,H,M Clattenburg,22,7,12,0.545454545,6,0.857142857,8,2,13,6,1,2,0,0,3,0,4730
22/12/2012,22,12,2012,0.975806452,Man City,Reading,1,0,H,M Dean,17,6,10,0.588235294,1,0.166666667,12,3,11,15,2,3,0,0,3,0,4731
22/12/2012,22,12,2012,0.975806452,Newcastle,QPR,1,0,H,K Friend,18,5,8,0.444444444,4,0.8,10,3,9,16,3,2,0,0,3,0,4732
22/12/2012,22,12,2012,0.975806452,Southampton,Sunderland,0,1,A,H Webb,13,10,7,0.538461538,6,0.6,8,5,11,15,0,3,0,0,1,1,4733
22/12/2012,22,12,2012,0.975806452,Tottenham,Stoke,0,0,D,L Mason,21,4,14,0.666666667,2,0.5,11,4,8,11,2,5,0,0,0,3,4734
22/12/2012,22,12,2012,0.975806452,West Brom,Norwich,2,1,H,M Atkinson,12,10,8,0.666666667,4,0.4,6,5,14,9,1,1,0,0,3,0,4735
22/12/2012,22,12,2012,0.975806452,West Ham,Everton,1,2,A,A Taylor,6,15,5,0.833333333,8,0.533333333,3,5,12,8,1,0,1,1,1,1,4736
22/12/2012,22,12,2012,0.975806452,Wigan,Arsenal,0,1,A,J Moss,13,10,5,0.384615385,8,0.8,4,4,14,8,1,1,0,0,1,1,4737
23/12/2012,23,12,2012,0.978494624,Chelsea,Aston Villa,8,0,H,P Dowd,24,7,18,0.75,4,0.571428571,8,4,6,11,0,0,0,0,3,0,4738
23/12/2012,23,12,2012,0.978494624,Swansea,Man United,1,1,D,M Oliver,14,19,10,0.714285714,16,0.842105263,3,6,11,16,2,4,0,0,0,3,4739
26/12/2012,26,12,2012,0.98655914,Aston Villa,Tottenham,0,4,A,M Clattenburg,4,20,1,0.25,16,0.8,2,16,11,7,1,0,0,0,1,1,4740
26/12/2012,26,12,2012,0.98655914,Everton,Wigan,2,1,H,L Mason,17,10,9,0.529411765,6,0.6,11,2,10,11,1,3,0,0,3,0,4741
26/12/2012,26,12,2012,0.98655914,Fulham,Southampton,1,1,D,M Oliver,10,7,2,0.2,3,0.428571429,3,5,14,12,3,0,0,0,0,3,4742
26/12/2012,26,12,2012,0.98655914,Man United,Newcastle,4,3,H,M Dean,16,16,10,0.625,11,0.6875,2,2,12,16,3,3,0,0,3,0,4743
26/12/2012,26,12,2012,0.98655914,Norwich,Chelsea,0,1,A,J Moss,8,20,4,0.5,11,0.55,5,7,7,7,1,1,0,0,1,1,4744
26/12/2012,26,12,2012,0.98655914,QPR,West Brom,1,2,A,C Foy,18,12,8,0.444444444,6,0.5,14,9,9,10,1,0,0,0,1,1,4745
26/12/2012,26,12,2012,0.98655914,Reading,Swansea,0,0,D,M Jones,3,10,2,0.666666667,4,0.4,6,4,14,17,2,1,0,0,0,3,4746
26/12/2012,26,12,2012,0.98655914,Stoke,Liverpool,3,1,H,H Webb,7,12,6,0.857142857,6,0.5,6,8,11,5,3,1,0,0,3,0,4747
26/12/2012,26,12,2012,0.98655914,Sunderland,Man City,1,0,H,K Friend,12,19,6,0.5,12,0.631578947,3,7,14,16,1,3,0,0,3,0,4748
29/12/2012,29,12,2012,0.994623656,Arsenal,Newcastle,7,3,H,C Foy,16,10,12,0.75,8,0.8,5,6,8,10,0,1,0,0,3,0,4749
29/12/2012,29,12,2012,0.994623656,Aston Villa,Wigan,0,3,A,K Friend,11,9,4,0.363636364,6,0.666666667,4,3,16,8,3,2,0,0,1,1,4750
29/12/2012,29,12,2012,0.994623656,Fulham,Swansea,1,2,A,A Marriner,22,10,13,0.590909091,9,0.9,9,8,14,12,2,1,0,0,1,1,4751
29/12/2012,29,12,2012,0.994623656,Man United,West Brom,2,0,H,J Moss,17,13,14,0.823529412,9,0.692307692,9,6,9,7,1,0,0,0,3,0,4752
29/12/2012,29,12,2012,0.994623656,Norwich,Man City,3,4,A,M Jones,13,13,8,0.615384615,9,0.692307692,4,9,8,10,3,1,0,1,1,1,4753
29/12/2012,29,12,2012,0.994623656,Reading,West Ham,1,0,H,M Oliver,3,11,2,0.666666667,3,0.272727273,2,2,17,10,3,4,0,0,3,0,4754
29/12/2012,29,12,2012,0.994623656,Stoke,Southampton,3,3,D,M Clattenburg,10,8,8,0.8,7,0.875,7,4,6,9,1,2,1,0,0,3,4755
29/12/2012,29,12,2012,0.994623656,Sunderland,Tottenham,1,2,A,L Mason,9,18,6,0.666666667,14,0.777777778,3,8,9,15,1,3,0,0,1,1,4756
30/12/2012,30,12,2012,0.997311828,Everton,Chelsea,1,2,A,H Webb,12,15,6,0.5,10,0.666666667,7,7,14,12,2,3,0,0,1,1,4757
30/12/2012,30,12,2012,0.997311828,QPR,Liverpool,0,3,A,A Taylor,14,16,7,0.5,11,0.6875,1,9,10,8,2,1,0,0,1,1,4758
01/01/2013,1,1,2013,0.002688172,Man City,Stoke,3,0,H,M Oliver,17,4,9,0.529411765,3,0.75,7,2,6,9,2,2,0,0,3,0,4759
01/01/2013,1,1,2013,0.002688172,Southampton,Arsenal,1,1,D,L Probert,9,6,6,0.666666667,4,0.666666667,3,3,9,6,2,0,0,0,0,3,4760
01/01/2013,1,1,2013,0.002688172,Swansea,Aston Villa,2,2,D,M Halsey,23,8,13,0.565217391,6,0.75,3,2,7,15,0,4,0,0,0,3,4761
01/01/2013,1,1,2013,0.002688172,Tottenham,Reading,3,1,H,H Webb,30,7,20,0.666666667,4,0.571428571,12,3,9,9,0,0,0,0,3,0,4762
01/01/2013,1,1,2013,0.002688172,West Brom,Fulham,1,2,A,M Dean,17,10,10,0.588235294,5,0.5,10,5,14,6,0,0,0,0,1,1,4763
01/01/2013,1,1,2013,0.002688172,West Ham,Norwich,2,1,H,M Clattenburg,14,9,8,0.571428571,3,0.333333333,11,3,14,7,0,0,0,0,3,0,4764
01/01/2013,1,1,2013,0.002688172,Wigan,Man United,0,4,A,A Marriner,7,14,3,0.428571429,9,0.642857143,1,6,13,5,1,1,0,0,1,1,4765
02/01/2013,2,1,2013,0.005376344,Chelsea,QPR,0,1,A,L Mason,23,8,11,0.47826087,5,0.625,14,2,12,8,1,1,0,0,1,1,4766
02/01/2013,2,1,2013,0.005376344,Liverpool,Sunderland,3,0,H,P Dowd,27,6,16,0.592592593,5,0.833333333,9,5,8,5,0,1,0,0,3,0,4767
02/01/2013,2,1,2013,0.005376344,Newcastle,Everton,1,2,A,M Atkinson,14,7,11,0.785714286,6,0.857142857,4,6,21,7,3,2,0,0,1,1,4768
12/01/2013,12,1,2013,0.032258065,Aston Villa,Southampton,0,1,A,M Halsey,16,11,10,0.625,4,0.363636364,9,5,9,6,1,1,0,0,1,1,4769
12/01/2013,12,1,2013,0.032258065,Everton,Swansea,0,0,D,P Dowd,16,4,8,0.5,2,0.5,7,1,13,9,1,4,0,0,0,3,4770
12/01/2013,12,1,2013,0.032258065,Fulham,Wigan,1,1,D,M Clattenburg,14,15,5,0.357142857,6,0.4,6,8,8,15,0,1,0,0,0,3,4771
12/01/2013,12,1,2013,0.032258065,Norwich,Newcastle,0,0,D,A Taylor,12,9,3,0.25,4,0.444444444,5,4,5,6,0,1,0,0,0,3,4772
12/01/2013,12,1,2013,0.032258065,QPR,Tottenham,0,0,D,L Probert,4,16,1,0.25,8,0.5,2,6,10,7,1,1,0,0,0,3,4773
12/01/2013,12,1,2013,0.032258065,Reading,West Brom,3,2,H,K Friend,7,11,7,1,6,0.545454545,8,4,6,13,1,1,0,0,3,0,4774
12/01/2013,12,1,2013,0.032258065,Stoke,Chelsea,0,4,A,A Marriner,11,11,5,0.454545455,9,0.818181818,6,7,13,9,1,0,0,0,1,1,4775
12/01/2013,12,1,2013,0.032258065,Sunderland,West Ham,3,0,H,N Swarbrick,18,9,14,0.777777778,4,0.444444444,4,6,10,13,0,3,0,0,3,0,4776
13/01/2013,13,1,2013,0.034946237,Arsenal,Man City,0,2,A,M Dean,9,16,4,0.444444444,9,0.5625,2,7,11,18,2,4,1,1,1,1,4777
13/01/2013,13,1,2013,0.034946237,Man United,Liverpool,2,1,H,H Webb,15,12,10,0.666666667,5,0.416666667,3,1,14,16,1,4,0,0,3,0,4778
16/01/2013,16,1,2013,0.043010753,Chelsea,Southampton,2,2,D,M Oliver,19,7,10,0.526315789,3,0.428571429,4,3,10,11,1,0,0,0,0,3,4779
19/01/2013,19,1,2013,0.051075269,Liverpool,Norwich,5,0,H,M Oliver,17,5,10,0.588235294,3,0.6,10,4,10,8,1,1,0,0,3,0,4780
19/01/2013,19,1,2013,0.051075269,Man City,Fulham,2,0,H,J Moss,20,3,11,0.55,0,0,1,2,12,6,1,2,0,0,3,0,4781
19/01/2013,19,1,2013,0.051075269,Newcastle,Reading,1,2,A,A Marriner,15,6,10,0.666666667,2,0.333333333,6,2,9,10,2,3,0,0,1,1,4782
19/01/2013,19,1,2013,0.051075269,Swansea,Stoke,3,1,H,M Dean,12,7,6,0.5,2,0.285714286,7,6,11,9,0,0,0,0,3,0,4783
19/01/2013,19,1,2013,0.051075269,West Brom,Aston Villa,2,2,D,L Probert,25,11,9,0.36,7,0.636363636,8,8,8,10,3,3,0,0,0,3,4784
19/01/2013,19,1,2013,0.051075269,West Ham,QPR,1,1,D,H Webb,22,9,13,0.590909091,6,0.666666667,12,2,6,11,1,0,0,0,0,3,4785
19/01/2013,19,1,2013,0.051075269,Wigan,Sunderland,2,3,A,A Taylor,20,10,11,0.55,5,0.5,9,0,10,16,3,2,0,0,1,1,4786
20/01/2013,20,1,2013,0.053763441,Chelsea,Arsenal,2,1,H,M Atkinson,13,12,8,0.615384615,8,0.666666667,3,9,10,11,2,1,0,0,3,0,4787
20/01/2013,20,1,2013,0.053763441,Tottenham,Man United,1,1,D,C Foy,23,6,18,0.782608696,4,0.666666667,9,4,7,14,1,4,0,0,0,3,4788
21/01/2013,21,1,2013,0.056451613,Southampton,Everton,0,0,D,N Swarbrick,14,10,11,0.785714286,7,0.7,10,6,14,11,2,1,0,0,0,3,4789
23/01/2013,23,1,2013,0.061827957,Arsenal,West Ham,5,1,H,A Marriner,23,7,17,0.739130435,5,0.714285714,13,5,9,10,0,1,0,0,3,0,4790
29/01/2013,29,1,2013,0.077956989,Aston Villa,Newcastle,1,2,A,M Dean,10,10,4,0.4,7,0.7,3,4,16,9,5,2,0,0,1,1,4791
29/01/2013,29,1,2013,0.077956989,QPR,Man City,0,0,D,P Dowd,5,15,3,0.6,7,0.466666667,2,10,9,9,2,2,0,0,0,3,4792
29/01/2013,29,1,2013,0.077956989,Stoke,Wigan,2,2,D,M Jones,9,11,4,0.444444444,6,0.545454545,0,1,12,10,1,1,0,0,0,3,4793
29/01/2013,29,1,2013,0.077956989,Sunderland,Swansea,0,0,D,A Marriner,4,18,2,0.5,8,0.444444444,3,4,11,11,1,2,0,0,0,3,4794
30/01/2013,30,1,2013,0.080645161,Arsenal,Liverpool,2,2,D,K Friend,14,10,6,0.428571429,5,0.5,8,6,9,11,3,1,0,0,0,3,4795
30/01/2013,30,1,2013,0.080645161,Everton,West Brom,2,1,H,M Oliver,11,7,4,0.363636364,4,0.571428571,5,2,9,14,0,2,0,0,3,0,4796
30/01/2013,30,1,2013,0.080645161,Fulham,West Ham,3,1,H,C Foy,13,8,6,0.461538462,4,0.5,2,8,8,9,2,0,0,0,3,0,4797
30/01/2013,30,1,2013,0.080645161,Man United,Southampton,2,1,H,L Mason,11,21,7,0.636363636,10,0.476190476,4,8,10,10,2,1,0,0,3,0,4798
30/01/2013,30,1,2013,0.080645161,Norwich,Tottenham,1,1,D,N Swarbrick,8,12,4,0.5,7,0.583333333,3,6,13,14,4,1,0,0,0,3,4799
30/01/2013,30,1,2013,0.080645161,Reading,Chelsea,2,2,D,M Halsey,5,14,2,0.4,5,0.357142857,0,6,8,20,1,2,0,0,0,3,4800
02/02/2013,2,2,2013,0.088709677,Arsenal,Stoke,1,0,H,C Foy,15,6,9,0.6,2,0.333333333,11,1,3,13,0,3,0,0,3,0,4801
02/02/2013,2,2,2013,0.088709677,Everton,Aston Villa,3,3,D,M Jones,22,8,13,0.590909091,4,0.5,15,2,6,23,1,4,0,0,0,3,4802
02/02/2013,2,2,2013,0.088709677,Fulham,Man United,0,1,A,K Friend,15,13,8,0.533333333,8,0.615384615,5,8,8,15,1,1,0,0,1,1,4803
02/02/2013,2,2,2013,0.088709677,Newcastle,Chelsea,3,2,H,H Webb,19,12,13,0.684210526,6,0.5,5,4,11,5,2,3,0,0,3,0,4804
02/02/2013,2,2,2013,0.088709677,QPR,Norwich,0,0,D,J Moss,15,14,7,0.466666667,9,0.642857143,10,8,6,20,2,5,0,0,0,3,4805
02/02/2013,2,2,2013,0.088709677,Reading,Sunderland,2,1,H,L Mason,9,10,5,0.555555556,6,0.6,6,8,12,15,1,3,0,0,3,0,4806
02/02/2013,2,2,2013,0.088709677,West Ham,Swansea,1,0,H,L Probert,18,11,9,0.5,7,0.636363636,5,3,7,9,1,1,0,0,3,0,4807
02/02/2013,2,2,2013,0.088709677,Wigan,Southampton,2,2,D,A Marriner,5,15,3,0.6,7,0.466666667,8,5,6,16,0,2,0,0,0,3,4808
03/02/2013,3,2,2013,0.091397849,Man City,Liverpool,2,2,D,A Taylor,9,21,5,0.555555556,12,0.571428571,9,10,14,7,2,4,0,0,0,3,4809
03/02/2013,3,2,2013,0.091397849,West Brom,Tottenham,0,1,A,M Clattenburg,4,21,3,0.75,13,0.619047619,2,17,9,9,1,0,1,0,1,1,4810
09/02/2013,9,2,2013,0.107526882,Chelsea,Wigan,4,1,H,M Dean,25,13,17,0.68,10,0.769230769,10,6,9,13,1,2,0,0,3,0,4811
09/02/2013,9,2,2013,0.107526882,Norwich,Fulham,0,0,D,H Webb,15,7,8,0.533333333,5,0.714285714,3,4,10,16,2,2,0,0,0,3,4812
09/02/2013,9,2,2013,0.107526882,Southampton,Man City,3,1,H,M Atkinson,13,7,7,0.538461538,4,0.571428571,6,6,9,13,1,2,0,0,3,0,4813
09/02/2013,9,2,2013,0.107526882,Stoke,Reading,2,1,H,M Oliver,13,5,10,0.769230769,4,0.8,11,3,7,4,2,0,0,0,3,0,4814
09/02/2013,9,2,2013,0.107526882,Sunderland,Arsenal,0,1,A,A Taylor,12,18,7,0.583333333,9,0.5,11,2,6,13,3,2,0,1,1,1,4815
09/02/2013,9,2,2013,0.107526882,Swansea,QPR,4,1,H,N Swarbrick,13,14,12,0.923076923,8,0.571428571,5,2,10,9,1,3,0,0,3,0,4816
09/02/2013,9,2,2013,0.107526882,Tottenham,Newcastle,2,1,H,P Dowd,16,9,9,0.5625,7,0.777777778,11,5,5,11,0,2,0,0,3,0,4817
10/02/2013,10,2,2013,0.110215054,Aston Villa,West Ham,2,1,H,M Clattenburg,7,13,2,0.285714286,7,0.538461538,4,10,15,12,3,2,0,0,3,0,4818
10/02/2013,10,2,2013,0.110215054,Man United,Everton,2,0,H,M Halsey,10,9,6,0.6,8,0.888888889,7,6,12,9,0,2,0,0,3,0,4819
11/02/2013,11,2,2013,0.112903226,Liverpool,West Brom,0,2,A,J Moss,23,4,14,0.608695652,3,0.75,13,5,9,9,1,4,0,0,1,1,4820
17/02/2013,17,2,2013,0.129032258,Liverpool,Swansea,5,0,H,H Webb,33,4,18,0.545454545,3,0.75,10,1,6,9,0,1,0,0,3,0,4821
23/02/2013,23,2,2013,0.14516129,Arsenal,Aston Villa,2,1,H,M Atkinson,24,5,14,0.583333333,3,0.6,12,3,7,12,1,2,0,0,3,0,4822
23/02/2013,23,2,2013,0.14516129,Fulham,Stoke,1,0,H,L Probert,20,7,9,0.45,2,0.285714286,9,4,4,9,1,3,0,0,3,0,4823
23/02/2013,23,2,2013,0.14516129,Norwich,Everton,2,1,H,L Mason,10,11,9,0.9,5,0.454545455,7,5,15,10,1,1,0,0,3,0,4824
23/02/2013,23,2,2013,0.14516129,QPR,Man United,0,2,A,A Taylor,12,13,5,0.416666667,8,0.615384615,2,4,10,6,0,0,0,0,1,1,4825
23/02/2013,23,2,2013,0.14516129,Reading,Wigan,0,3,A,P Dowd,7,14,1,0.142857143,8,0.571428571,2,9,9,11,1,1,1,0,1,1,4826
23/02/2013,23,2,2013,0.14516129,West Brom,Sunderland,2,1,H,R East,17,10,7,0.411764706,6,0.6,5,5,13,9,2,1,0,0,3,0,4827
24/02/2013,24,2,2013,0.147849462,Man City,Chelsea,2,0,H,A Marriner,15,4,11,0.733333333,1,0.25,6,6,19,5,3,1,0,0,3,0,4828
24/02/2013,24,2,2013,0.147849462,Newcastle,Southampton,4,2,H,C Foy,11,11,5,0.454545455,7,0.636363636,7,3,12,12,0,4,0,0,3,0,4829
25/02/2013,25,2,2013,0.150537634,West Ham,Tottenham,2,3,A,H Webb,8,25,6,0.75,16,0.64,6,12,12,7,4,1,0,0,1,1,4830
02/03/2013,2,3,2013,0.172043011,Chelsea,West Brom,1,0,H,K Friend,25,8,19,0.76,4,0.5,9,7,12,16,1,2,0,0,3,0,4831
02/03/2013,2,3,2013,0.172043011,Everton,Reading,3,1,H,A Taylor,18,12,12,0.666666667,6,0.5,9,10,8,8,1,1,0,0,3,0,4832
02/03/2013,2,3,2013,0.172043011,Man United,Norwich,4,0,H,N Swarbrick,13,1,10,0.769230769,1,1,7,3,5,15,0,4,0,0,3,0,4833
02/03/2013,2,3,2013,0.172043011,Southampton,QPR,1,2,A,H Webb,17,5,9,0.529411765,3,0.6,6,3,7,15,1,3,0,0,1,1,4834
02/03/2013,2,3,2013,0.172043011,Stoke,West Ham,0,1,A,J Moss,10,10,2,0.2,7,0.7,4,2,12,12,1,2,0,0,1,1,4835
02/03/2013,2,3,2013,0.172043011,Sunderland,Fulham,2,2,D,M Halsey,12,7,6,0.5,4,0.571428571,7,3,9,14,1,3,0,0,0,3,4836
02/03/2013,2,3,2013,0.172043011,Swansea,Newcastle,1,0,H,C Pawson,10,14,7,0.7,7,0.5,7,7,9,17,0,2,0,0,3,0,4837
02/03/2013,2,3,2013,0.172043011,Wigan,Liverpool,0,4,A,M Atkinson,15,8,11,0.733333333,7,0.875,4,3,11,15,2,2,0,0,1,1,4838
03/03/2013,3,3,2013,0.174731183,Tottenham,Arsenal,2,1,H,M Clattenburg,11,10,5,0.454545455,6,0.6,4,6,17,13,3,1,0,0,3,0,4839
04/03/2013,4,3,2013,0.177419355,Aston Villa,Man City,0,1,A,M Dean,10,20,5,0.5,12,0.6,6,5,10,14,2,0,0,0,1,1,4840
09/03/2013,9,3,2013,0.190860215,Norwich,Southampton,0,0,D,M Clattenburg,3,15,2,0.666666667,7,0.466666667,1,7,9,10,2,3,0,0,0,3,4841
09/03/2013,9,3,2013,0.190860215,QPR,Sunderland,3,1,H,M Jones,15,7,8,0.533333333,3,0.428571429,4,5,4,19,0,2,0,0,3,0,4842
09/03/2013,9,3,2013,0.190860215,Reading,Aston Villa,1,2,A,J Moss,10,18,4,0.4,7,0.388888889,6,1,8,7,2,3,0,0,1,1,4843
09/03/2013,9,3,2013,0.190860215,West Brom,Swansea,2,1,H,L Mason,12,9,6,0.5,4,0.444444444,3,3,9,10,1,1,0,0,3,0,4844
10/03/2013,10,3,2013,0.193548387,Liverpool,Tottenham,3,2,H,M Oliver,10,15,4,0.4,9,0.6,1,4,9,8,1,1,0,0,3,0,4845
10/03/2013,10,3,2013,0.193548387,Newcastle,Stoke,2,1,H,A Marriner,14,7,6,0.428571429,4,0.571428571,14,4,10,12,1,1,0,0,3,0,4846
16/03/2013,16,3,2013,0.209677419,Aston Villa,QPR,3,2,H,K Friend,10,18,6,0.6,11,0.611111111,9,6,16,10,3,2,0,0,3,0,4847
16/03/2013,16,3,2013,0.209677419,Everton,Man City,2,0,H,L Probert,11,17,5,0.454545455,11,0.647058824,13,6,15,10,4,3,1,0,3,0,4848
16/03/2013,16,3,2013,0.209677419,Man United,Reading,1,0,H,L Mason,17,5,8,0.470588235,1,0.2,5,4,5,16,0,2,0,0,3,0,4849
16/03/2013,16,3,2013,0.209677419,Southampton,Liverpool,3,1,H,P Dowd,17,8,12,0.705882353,6,0.75,7,5,10,10,0,1,0,0,3,0,4850
16/03/2013,16,3,2013,0.209677419,Stoke,West Brom,0,0,D,M Dean,13,9,5,0.384615385,5,0.555555556,7,1,15,11,2,2,0,0,0,3,4851
16/03/2013,16,3,2013,0.209677419,Swansea,Arsenal,0,2,A,J Moss,9,15,2,0.222222222,11,0.733333333,3,7,2,7,1,1,0,0,1,1,4852
17/03/2013,17,3,2013,0.212365591,Chelsea,West Ham,2,0,H,M Oliver,24,15,14,0.583333333,9,0.6,5,5,5,14,0,2,0,0,3,0,4853
17/03/2013,17,3,2013,0.212365591,Sunderland,Norwich,1,1,D,C Foy,16,7,8,0.5,3,0.428571429,5,9,11,11,1,3,0,1,0,3,4854
17/03/2013,17,3,2013,0.212365591,Tottenham,Fulham,0,1,A,M Jones,12,6,6,0.5,2,0.333333333,5,5,10,5,1,1,0,0,1,1,4855
17/03/2013,17,3,2013,0.212365591,Wigan,Newcastle,2,1,H,M Halsey,13,9,10,0.769230769,4,0.444444444,7,3,7,12,1,1,0,0,3,0,4856
30/03/2013,30,3,2013,0.247311828,Arsenal,Reading,4,1,H,C Foy,23,4,14,0.608695652,2,0.5,11,3,9,14,0,1,0,0,3,0,4857
30/03/2013,30,3,2013,0.247311828,Everton,Stoke,1,0,H,M Jones,15,10,9,0.6,5,0.5,4,3,13,18,1,3,0,0,3,0,4858
30/03/2013,30,3,2013,0.247311828,Man City,Newcastle,4,0,H,N Swarbrick,19,5,11,0.578947368,1,0.2,9,2,6,8,0,2,0,0,3,0,4859
30/03/2013,30,3,2013,0.247311828,Southampton,Chelsea,2,1,H,J Moss,13,7,8,0.615384615,4,0.571428571,7,7,12,6,2,1,0,0,3,0,4860
30/03/2013,30,3,2013,0.247311828,Sunderland,Man United,0,1,A,K Friend,9,10,4,0.444444444,6,0.6,3,6,11,9,3,1,0,0,1,1,4861
30/03/2013,30,3,2013,0.247311828,Swansea,Tottenham,1,2,A,A Taylor,11,9,3,0.272727273,7,0.777777778,5,2,5,10,2,4,0,0,1,1,4862
30/03/2013,30,3,2013,0.247311828,West Ham,West Brom,3,1,H,A Marriner,14,17,8,0.571428571,11,0.647058824,5,3,10,13,1,1,0,1,3,0,4863
30/03/2013,30,3,2013,0.247311828,Wigan,Norwich,1,0,H,H Webb,13,9,6,0.461538462,5,0.555555556,10,3,13,9,1,2,0,0,3,0,4864
31/03/2013,31,3,2013,0.25,Aston Villa,Liverpool,1,2,A,L Mason,10,16,7,0.7,12,0.75,7,8,9,8,1,1,0,0,1,1,4865
01/04/2013,1,4,2013,0.252688172,Fulham,QPR,3,2,H,L Probert,9,19,5,0.555555556,11,0.578947368,3,6,11,7,2,1,1,0,3,0,4866
06/04/2013,6,4,2013,0.266129032,Norwich,Swansea,2,2,D,M Oliver,12,16,9,0.75,9,0.5625,2,5,8,16,5,3,0,0,0,3,4867
06/04/2013,6,4,2013,0.266129032,Reading,Southampton,0,2,A,M Jones,8,12,3,0.375,4,0.333333333,8,4,5,11,0,0,0,0,1,1,4868
06/04/2013,6,4,2013,0.266129032,Stoke,Aston Villa,1,3,A,M Clattenburg,6,11,2,0.333333333,8,0.727272727,4,2,16,11,3,1,0,0,1,1,4869
06/04/2013,6,4,2013,0.266129032,West Brom,Arsenal,1,2,A,H Webb,16,11,5,0.3125,6,0.545454545,6,4,7,15,2,4,0,1,1,1,4870
07/04/2013,7,4,2013,0.268817204,Chelsea,Sunderland,2,1,H,N Swarbrick,14,7,7,0.5,3,0.428571429,8,5,9,15,0,2,0,0,3,0,4871
07/04/2013,7,4,2013,0.268817204,Liverpool,West Ham,0,0,D,A Taylor,19,10,12,0.631578947,4,0.4,12,2,8,4,0,1,0,0,0,3,4872
07/04/2013,7,4,2013,0.268817204,Newcastle,Fulham,1,0,H,K Friend,20,5,10,0.5,3,0.6,10,3,13,11,2,2,0,0,3,0,4873
07/04/2013,7,4,2013,0.268817204,QPR,Wigan,1,1,D,P Dowd,6,16,2,0.333333333,10,0.625,2,10,9,12,2,3,1,0,0,3,4874
07/04/2013,7,4,2013,0.268817204,Tottenham,Everton,2,2,D,A Marriner,19,9,10,0.526315789,5,0.555555556,7,6,14,8,1,1,0,0,0,3,4875
08/04/2013,8,4,2013,0.271505376,Man United,Man City,1,2,A,M Dean,16,9,7,0.4375,5,0.555555556,9,4,13,18,3,5,0,0,1,1,4876
13/04/2013,13,4,2013,0.284946237,Arsenal,Norwich,3,1,H,M Jones,10,5,7,0.7,5,1,9,3,8,10,1,2,0,0,3,0,4877
13/04/2013,13,4,2013,0.284946237,Aston Villa,Fulham,1,1,D,P Dowd,15,8,7,0.466666667,3,0.375,8,5,5,15,1,2,0,0,0,3,4878
13/04/2013,13,4,2013,0.284946237,Everton,QPR,2,0,H,L Mason,14,8,10,0.714285714,5,0.625,13,5,6,12,3,3,0,0,3,0,4879
13/04/2013,13,4,2013,0.284946237,Reading,Liverpool,0,0,D,M Clattenburg,7,26,5,0.714285714,15,0.576923077,4,9,9,8,2,1,0,0,0,3,4880
13/04/2013,13,4,2013,0.284946237,Southampton,West Ham,1,1,D,M Dean,15,6,11,0.733333333,4,0.666666667,7,4,9,18,2,3,0,0,0,3,4881
14/04/2013,14,4,2013,0.287634409,Newcastle,Sunderland,0,3,A,H Webb,15,8,9,0.6,7,0.875,10,9,14,7,3,2,0,0,1,1,4882
14/04/2013,14,4,2013,0.287634409,Stoke,Man United,0,2,A,J Moss,13,9,4,0.307692308,3,0.333333333,3,7,9,9,1,1,0,0,1,1,4883
16/04/2013,16,4,2013,0.293010753,Arsenal,Everton,0,0,D,N Swarbrick,10,10,6,0.6,5,0.5,8,1,11,12,2,3,0,0,0,3,4884
17/04/2013,17,4,2013,0.295698925,Fulham,Chelsea,0,3,A,M Dean,11,13,7,0.636363636,10,0.769230769,6,5,11,11,2,1,0,0,1,1,4885
17/04/2013,17,4,2013,0.295698925,Man City,Wigan,1,0,H,J Moss,10,8,4,0.4,6,0.75,5,4,12,5,2,1,0,0,3,0,4886
17/04/2013,17,4,2013,0.295698925,West Ham,Man United,2,2,D,L Probert,10,15,4,0.4,9,0.6,2,5,9,7,1,0,0,0,0,3,4887
20/04/2013,20,4,2013,0.303763441,Fulham,Arsenal,0,1,A,A Marriner,7,10,5,0.714285714,7,0.7,7,3,13,8,0,2,1,1,1,1,4888
20/04/2013,20,4,2013,0.303763441,Norwich,Reading,2,1,H,M Dean,19,14,9,0.473684211,6,0.428571429,8,8,8,12,2,3,0,0,3,0,4889
20/04/2013,20,4,2013,0.303763441,QPR,Stoke,0,2,A,C Foy,25,11,11,0.44,4,0.363636364,5,5,8,14,1,2,0,0,1,1,4890
20/04/2013,20,4,2013,0.303763441,Sunderland,Everton,1,0,H,P Dowd,8,8,4,0.5,5,0.625,3,10,6,15,1,2,0,0,3,0,4891
